10804	0	19	0
10805	0	1	0
10806	0	4	0
10807	3	1	2
10808	3	12	3
10809	0	2	0
10811	0	3	0
10812	0	4	0
10813	0	21	0
10814	0	20	0
10815	0	1	0
10900	0	22	0
10902	0	23	0
10903	5	0	0
10904	0	2	0
10905	0	15	0
10906	0	5	0
10907	0	51	1
10908	0	18	0
10909	0	8	0
10910	0	51	0
10911	9	54	7
10912	0	2	0
10913	7	0	2
10915	2	1	0
11000	0	4	0
11002	2	1	3
11003	0	5	0
11004	0	5	0
11005	0	1	0
11007	0	16	0
11008	0	1	0
11009	0	18	2
11010	0	8	0
11011	0	1	0
11012	0	3	0
11013	0	13	0
11015	0	7	0
11100	2	16	1
11101	0	3	0
11102	0	2	0
11103	110	41	39
11104	0	20	0
11105	46	121	1
11106	25	13	1
11107	2	1	1
11108	0	3	0
11109	15	4	0
11110	4	4	0
11111	0	5	1
11112	0	9	13
11114	0	9	0
11115	0	3	0
11200	0	4	0
11201	5	5	1
11203	0	10	0
11204	48	6	0
11205	0	1	0
11206	0	3	0
11207	1	7	0
11208	0	1	0
11209	0	1	0
11210	0	1	0
11211	0	2	3
11212	0	1	0
11213	25	0	2
11214	0	4	0
11215	0	21	0
11300	1	8	0
11301	0	1	0
11302	28	15	6
11303	0	10	0
11304	0	1	0
11305	1	14	5
11306	0	23	0
11307	3	0	0
11308	1	23	0
11309	0	6	0
11310	0	4	0
11311	0	14	0
11312	0	3	0
11313	0	1	0
11314	0	7	0
11400	1	6	0
11401	0	15	0
11402	0	20	4
11403	0	2	0
11404	0	1	0
11405	0	3	1
11406	0	1	0
11410	0	2	0
11411	0	1	0
11412	0	5	0
11413	0	15	0
11415	0	33	2
11500	9	0	0
11503	0	13	0
11504	5	6	0
11505	0	3	1
11506	4	20	0
11507	0	5	2
11508	0	11	0
11510	0	13	0
11511	0	5	0
11512	0	21	0
11513	0	3	0
11514	0	24	0
11515	0	7	0
11600	0	9	0
11601	0	14	0
11604	1	19	0
11605	0	1	0
11606	0	13	0
11607	0	1	0
11608	0	1	0
11609	0	14	0
11610	0	10	0
11611	7	4	0
11612	0	1	0
11614	0	8	0
11700	1	2	0
11701	0	3	0
11702	24	0	2
11703	1	0	0
11704	0	9	0
11706	0	0	1
11707	0	4	0
11708	0	3	0
11709	0	8	0
11710	0	1	0
11711	0	12	0
11712	68	395	32
11713	6	0	3
11800	0	1	0
11802	0	2	0
11803	3	0	2
11804	0	2	0
11806	5	21	20
11807	20	7	0
11808	0	2	0
11809	1	1	0
11811	0	1	0
11812	0	8	0
11813	10	16	2
11814	0	14	0
11900	0	5	0
11901	0	3	0
11903	7	4	2
11904	0	14	0
11905	0	1	0
11906	0	8	0
11907	0	3	0
11909	0	23	0
11911	0	6	0
11912	0	1	0
11913	3	23	0
11914	0	1	1
11915	1	10	15
12000	8	6	0
12001	19	2	0
12002	2	8	1
12003	0	85	2
12004	0	8	0
12005	0	11	0
12006	0	10	0
12007	0	6	0
12008	117	8	1
12009	0	3	0
12010	21	61	44
12011	48	1	9
12012	0	6	0
12013	3	7	0
12014	7	5	0
12015	0	4	0
12100	0	2	0
12101	0	2	0
12102	3	14	1
12105	0	23	0
12106	0	6	0
12107	0	6	0
12109	0	2	0
12110	0	28	0
12111	0	7	0
12113	1	0	0
12114	0	23	1
12115	0	1	0
12200	0	4	0
12201	0	1	0
12203	0	1	0
12204	0	4	0
12205	0	9	0
12206	24	0	0
12207	0	3	0
12208	0	2	2
12209	1	12	0
12210	0	8	0
12211	0	1	0
12212	3	46	2
12213	9	0	0
12214	0	3	0
12215	0	7	0
12300	0	1	0
12302	0	13	0
12304	0	11	0
12305	1	1	0
12306	0	11	0
12307	0	2	1
12308	0	4	0
12309	0	10	0
12310	26	2	2
12311	1	12	0
12312	13	2	2
12313	0	3	0
12314	0	4	0
12315	0	2	0
12400	0	89	0
12401	0	3	0
12402	0	5	0
12403	0	2	0
12404	0	9	0
12405	0	19	0
12407	0	1	0
12409	0	4	0
12411	8	22	14
12412	0	2	0
12413	0	3	0
12414	1	1	0
12415	2	2	1
12500	0	9	2
12501	21	1	7
12502	0	1	0
12503	191	72	124
12505	0	1	0
12506	0	4	0
12507	0	3	0
12508	0	4	0
12510	9	22	4
12511	0	2	0
12512	0	7	21
12514	2	40	0
12515	0	8	0
12600	1	0	0
12601	2	2	0
12602	0	6	0
12603	0	1	0
12604	3	4	1
12605	3	3	1
12606	0	8	0
12607	6	4	3
12608	0	21	0
12609	0	1	0
12611	0	35	0
12612	0	2	0
12613	0	2	0
12614	0	2	0
12700	0	19	0
12701	0	2	0
12703	0	1	0
12704	0	9	0
12705	0	1	0
12706	13	7	0
12707	0	10	0
12708	0	1	0
12709	1	23	2
12710	0	2	0
12711	0	7	1
12712	0	2	0
12713	0	2	0
12714	0	3	0
12715	5	1	1
12800	0	6	0
12801	1	13	0
12802	0	39	0
12803	5	1	1
12804	0	22	0
12805	0	3	0
12806	0	3	0
12807	0	5	0
12808	0	5	0
12809	0	2	0
12810	0	1	0
12811	8	99	3
12812	1	17	1
12813	11	10	3
12814	0	4	0
12815	0	72	0
12900	0	5	0
12901	0	2	0
12902	0	1	0
12903	0	20	0
12904	0	1	0
12905	0	1	0
12907	0	1	0
12908	5	7	3
12909	0	1	0
12910	0	3	0
12912	0	3	0
12913	0	2	0
12914	0	1	0
12915	0	91	0
13001	0	3	0
13002	0	2	0
13003	0	126	18
13004	0	2	0
13005	5	3	1
13006	10	23	3
13007	0	10	0
13008	0	0	1
13009	0	2	0
13011	0	3	0
13012	0	3	0
13013	0	1	0
13014	0	22	0
13015	0	2	0
13100	0	6	0
13101	0	4	0
13102	0	4	0
13103	0	1	0
13104	0	39	0
13105	26	11	26
13106	0	22	0
13107	0	3	1
13108	0	6	0
13110	0	2	0
13111	0	4	0
13112	0	5	0
13113	0	6	0
13114	0	8	0
13200	110	89	81
13201	0	8	0
13202	0	5	0
13203	0	11	0
13204	0	4	0
13205	0	7	0
13207	0	10	0
13208	35	11	0
13209	3	1	0
13210	0	21	0
13211	0	3	0
13212	0	3	0
13213	0	18	0
13214	0	17	0
13215	25	28	28
13300	0	1	0
13301	0	1	0
13302	0	2	0
13303	0	8	0
13304	0	3	0
13305	2	8	0
13306	0	11	0
13307	3	2	0
13308	12	12	0
13309	10	45	6
13311	23	13	6
13312	0	22	0
13313	0	4	0
13314	0	1	0
13315	0	3	0
13400	2	16	3
13401	11	39	25
13402	0	4	0
13404	0	4	0
13405	0	2	0
13406	3	4	0
13407	0	6	0
13409	6	1	0
13410	14	3	0
13411	0	1	0
13412	59	6	4
13413	0	9	0
13414	0	15	0
13500	0	1	0
13501	0	9	1
13502	0	11	0
13503	1	12	0
13504	0	2	0
13506	0	3	0
13507	31	14	3
13509	0	1	0
13510	0	3	1
13511	34	405	10
13512	0	2	0
13513	0	2	0
13514	1	3	0
13515	0	9	0
13600	19	7	3
13601	0	1	0
13602	0	5	0
13603	0	17	0
13604	0	46	0
13605	0	1	0
13607	126	140	21
13608	0	3	0
13609	0	6	0
13610	0	2	0
13611	4	40	0
13612	0	1	0
13613	1	3	0
13614	0	5	0
13615	0	94	0
13700	0	18	0
13701	0	12	0
13702	0	5	0
13703	0	17	0
13704	1	35	0
13705	0	2	0
13706	23	63	4
13707	0	2	0
13708	0	17	0
13709	0	1	0
13710	0	11	0
13711	0	1	0
13712	0	1	0
13713	0	13	0
13714	0	2	0
13715	0	4	0
13800	11	0	0
13802	423	142	172
13805	0	1	0
13806	0	2	0
13807	0	1	0
13808	0	50	0
13809	0	1	0
13811	0	7	0
13813	0	6	0
13814	0	11	0
13815	20	5	0
13900	4	5	1
13901	11	5	1
13902	0	40	2
13903	0	1	0
13904	2	2	0
13905	0	1	0
13906	0	1	0
13907	0	2	0
13909	0	10	0
13910	0	1	0
13911	0	2	0
13912	87	21	7
13913	0	32	0
13914	11	46	5
14000	0	5	0
14001	2	53	0
14002	0	5	0
14003	0	9	0
14004	0	64	0
14005	1	13	0
14006	0	4	0
14007	0	1	0
14008	0	1	0
14009	0	1	0
14010	5	5	5
14011	0	36	0
14012	0	3	0
14013	0	1	0
14014	0	1	0
14015	216	0	0
14100	0	49	0
14101	0	6	0
14102	0	1	0
14103	0	10	0
14104	0	10	0
14105	0	17	0
14106	36	7	1
14107	0	7	0
14108	0	6	0
14110	0	46	0
14111	0	1	0
14112	0	46	0
14114	0	5	0
14115	0	3	0
14201	0	11	0
14202	0	15	1
14203	0	2	0
14204	0	3	0
14205	0	8	0
14206	0	4	0
14207	11	3	1
14208	23	17	0
14210	0	2	0
14211	0	5	0
14212	0	6	0
14213	4	6	1
14214	0	4	0
14300	0	10	0
14301	5	3	0
14302	0	5	0
14303	11	2	0
14304	0	2	0
14305	2232	520	730
14306	7	0	0
14308	0	1	0
14309	0	6	0
14311	2	23	1
14312	0	12	0
14313	1	0	0
14315	14	64	1
14400	0	4	0
14401	0	4	0
14402	0	20	0
14403	0	2	0
14404	0	1	0
14405	0	2	0
14406	0	27	0
14408	0	1	0
14409	0	1	0
14410	0	3	0
14411	42	10	7
14412	0	9	0
14413	5	63	0
14414	0	6	0
14415	0	1	0
14500	0	162	0
14501	0	24	0
14502	14	2	1
14503	0	7	0
14504	0	4	0
14505	0	2	0
14506	0	0	1
14507	0	4	0
14508	0	19	0
14509	0	8	0
14510	0	16	0
14511	0	2	0
14512	0	1	0
14513	0	20	0
14514	0	1	0
14515	0	12	0
14600	1	0	0
14602	0	5	0
14603	0	21	0
14604	0	1	0
14605	0	4	0
14606	0	16	0
14608	0	1	0
14609	0	2	0
14610	0	3	2
14611	229	4	2
14612	0	10	0
14613	3	29	2
14614	0	3	0
14615	0	7	1
14700	0	7	0
14701	4	30	4
14703	0	24	0
14704	0	5	0
14705	0	2	0
14706	2	2	0
14707	0	4	1
14708	0	4	0
14709	29	71	4
14711	2	0	0
14712	1	0	0
14713	0	10	0
14800	0	3	0
14801	0	7	0
14802	0	11	0
14803	0	9	0
14804	0	3	0
14805	4	4	3
14808	0	26	0
14809	7	11	2
14810	3	29	0
14811	0	8	0
14812	19	34	5
14814	0	12	0
14815	0	5	0
14900	0	3	0
14901	5	0	0
14902	0	5	0
14903	0	13	0
14904	5	45	1
14905	2	5	0
14907	0	57	0
14908	0	1	0
14909	0	7	0
14910	195	26	12
14911	0	1	0
14912	0	10	0
14913	11	9	1
14914	0	5	0
14915	0	19	0
15000	0	2	0
15001	0	3	0
15002	9	1	1
15003	0	3	0
15004	0	8	0
15005	0	4	0
15006	0	9	0
15007	0	2	0
15008	0	7	0
15009	0	5	0
15010	0	2	0
15011	0	2	0
15013	0	12	0
15014	25	16	9
15015	0	580	0
15100	0	4	0
15101	0	24	0
15102	0	1	0
15103	0	2	0
15104	0	19	0
15105	1	8	0
15106	0	1	0
15107	0	11	0
15108	7	7	3
15109	0	4	0
15110	0	15	0
15111	0	40	0
15112	34	16	9
15113	8	1	0
15114	24	68	3
15115	121	101	11
15200	58	6	9
15201	0	6	0
15202	0	6	0
15203	0	5	0
15204	5	49	0
15206	0	7	0
15207	1	3	1
15208	0	3	0
15209	0	1	0
15210	0	1	0
15211	0	5	0
15212	0	3	0
15213	0	8	0
15214	0	1	0
15215	0	16	0
15302	4	25	1
15303	0	5	0
15304	0	1	0
15305	1	14	0
15307	0	2	0
15308	0	5	0
15309	2	23	0
15311	0	8	2
15312	1	1	1
15313	0	1	0
15314	0	1	0
15315	0	1	0
15400	2	0	0
15404	0	1	0
15405	0	3	0
15406	0	2	0
15407	0	5	0
15408	0	1	1
15410	0	6	0
15411	0	2	0
15412	0	10	0
15414	0	1	0
15501	0	1	0
15502	0	3	0
15503	3	130	0
15504	0	19	0
15505	0	11	0
15506	0	3	0
15507	0	25	0
15508	0	2	0
15509	0	25	0
15510	0	10	0
15511	0	4	0
15512	0	20	0
15513	0	4	0
15514	0	3	0
15515	0	7	0
15600	33	41	66
15601	2	2	2
15602	0	2	0
15603	0	2	0
15604	54	34	16
15606	0	1	0
15607	0	5	0
15608	0	2	0
15609	0	1	0
15610	0	3	0
15611	0	5	0
15612	0	3	0
15613	0	1	0
15614	0	2	0
15615	0	5	0
15701	20	16	4
15702	0	3	0
15705	60	5	5
15706	0	4	0
15707	27	30	5
15708	0	8	1
15710	0	3	0
15712	0	1	0
15714	0	18	0
15715	0	1	0
15800	0	35	0
15801	11	8	0
15802	0	3	0
15804	0	2	0
15805	0	1	0
15807	0	1	0
15809	2	17	0
15810	0	3	0
15811	1	25	0
15812	5	10	2
15813	728	194	95
15814	0	11	3
15815	0	5	0
15900	0	31	0
15901	0	3	0
15902	14	116	2
15903	0	15	0
15904	0	16	0
15906	0	14	0
15908	0	13	0
15909	0	1	0
15910	12	29	3
15912	0	27	0
15913	3	2	2
15914	0	14	0
15915	0	2	0
16000	0	3	0
16001	1	5	0
16002	0	16	0
16003	0	0	1
16004	0	19	0
16005	1	5	0
16006	0	31	0
16007	0	18	0
16008	0	1	0
16009	6	19	1
16010	0	18	0
16011	13	28	9
16012	0	1	0
16013	0	1	0
16014	0	7	0
16015	3	2	0
16100	1	2	0
16101	0	4	0
16102	1	1	0
16103	4	4	1
16104	0	1	0
16105	4	3	0
16106	0	13	0
16107	0	3	0
16108	0	9	0
16109	55	55	3
16110	0	34	0
16111	0	7	0
16112	0	10	0
16113	88	25	103
16114	0	9	0
16115	33	55	2
16200	0	2	0
16201	0	5	0
16202	0	2	0
16203	0	3	0
16204	4	23	1
16205	0	1	0
16206	0	1	0
16207	0	0	1
16208	0	11	0
16209	1	0	2
16210	0	6	0
16211	0	1	0
16212	0	4	0
16213	0	32	0
16214	0	16	0
16215	0	3	0
16300	0	2	0
16301	5	2	0
16302	0	2	0
16303	0	8	0
16304	0	47	0
16305	0	6	0
16306	0	2	0
16307	70	106	15
16308	3	19	0
16309	0	5	0
16310	0	2	0
16311	0	2	0
16312	0	4	0
16313	0	0	1
16314	32	10	0
16400	51	9	10
16401	0	3	4
16402	0	1	0
16403	4	9	1
16404	20	54	30
16405	0	3	0
16406	0	2	0
16407	0	4	0
16408	0	3	0
16409	0	3	0
16413	0	3	0
16415	90	44	7
16500	0	6	0
16501	3	13	0
16502	20	148	6
16503	0	17	0
16505	0	2	0
16506	8	3	0
16507	0	14	0
16508	0	2	0
16509	4	9	0
16511	66	2	4
16512	1	5	1
16513	0	3	0
16514	0	18	1
16515	1	1	0
16600	0	15	0
16601	0	3	0
16602	0	19	0
16604	0	1	0
16605	0	36	1
16606	0	1	0
16607	1	1	0
16609	0	19	0
16612	0	9	0
16613	0	1	0
16614	17	25	0
16701	126	22	5
16702	0	4	0
16703	0	2	0
16704	0	7	2
16705	0	14	0
16706	9	11	3
16707	0	1	0
16708	0	15	0
16709	123	19	25
16710	0	3	0
16711	1	17	1
16712	1	4	2
16713	0	1	0
16714	0	1	0
16715	0	1	0
16802	0	10	0
16803	4	10	1
16805	1	0	0
16806	4	1	0
16807	0	9	0
16809	2	9	0
16810	0	1	0
16811	0	4	0
16813	1	7	2
16814	0	1	0
16901	20	12	28
16902	0	7	0
16903	0	81	0
16904	0	1	0
16905	0	6	0
16906	0	5	0
16907	0	1	0
16908	0	24	0
16909	1	2	0
16910	0	2	0
16911	0	30	0
16912	0	9	0
16913	0	3	0
16914	0	53	0
16915	0	1	0
17000	0	5	0
17001	0	5	0
17002	0	1	0
17003	1	5	1
17004	0	2	0
17007	0	3	0
17009	0	2	0
17010	4	11	2
17011	0	4	0
17012	1	3	0
17013	20	19	9
17014	0	86	0
17100	3	11	7
17101	8	14	1
17102	1	15	1
17103	0	44	0
17104	11	11	45
17105	0	4	0
17106	0	4	0
17107	0	3	0
17108	1	1	0
17109	0	6	0
17110	0	6	0
17111	11	5	0
17112	0	4	0
17113	2	228	0
17114	6	0	1
17200	0	18	0
17201	0	3	0
17202	0	7	0
17203	0	7	0
17204	0	4	1
17205	6	3	1
17206	48	1	2
17207	0	16	0
17208	0	2	0
17209	0	2	0
17210	0	20	0
17211	0	9	0
17212	0	3	1
17213	12	0	0
17214	0	3	0
17215	0	20	1
17300	0	20	0
17301	0	3	0
17302	2	9	0
17303	51	26	1
17304	0	13	0
17305	0	2	0
17306	0	107	0
17308	0	2	0
17309	0	10	0
17310	0	6	0
17311	0	3	0
17312	1	13	0
17313	59	144	47
17314	0	1	0
17315	0	3	0
17400	0	2	0
17401	0	1	0
17403	0	7	0
17404	1	4	0
17405	5	38	4
17406	0	2	0
17407	4	3	2
17408	0	9	0
17409	0	4	0
17411	48	7	2
17413	9	12	3
17414	0	3	0
17415	0	9	0
17501	0	1	0
17502	0	1	0
17503	16	20	1
17505	0	9	0
17506	4	30	1
17507	11	1	2
17508	6	19	0
17509	0	3	0
17510	4	9	1
17511	0	3	0
17512	0	7	1
17513	2	4	0
17514	2	37	0
17515	0	7	0
17600	0	1	0
17601	0	17	0
17602	36	30	46
17604	0	4	1
17605	0	45	0
17606	0	1	1
17608	0	10	0
17610	0	5	0
17611	0	17	0
17613	0	11	0
17615	24	118	3
17700	10	296	5
17701	0	2	0
17702	0	3	0
17703	0	2	0
17704	0	14	0
17705	0	51	0
17706	0	10	0
17707	8	7	3
17708	0	9	0
17709	0	1	0
17710	15	6	0
17711	0	4	0
17712	2	25	0
17714	1	1	0
17715	0	1	0
17800	5	2	1
17801	0	7	0
17802	0	8	0
17803	0	52	0
17804	3	1	2
17805	0	26	0
17807	2	8	0
17808	0	3	0
17809	0	2	0
17810	0	2	0
17811	0	6	0
17812	0	8	0
17813	0	1	1
17815	0	42	0
17900	0	8	0
17901	0	2	0
17902	0	6	0
17903	1	17	4
17904	18	8	15
17905	0	3	0
17906	0	5	0
17907	2	3	0
17908	0	10	0
17909	73	62	5
17910	0	3	0
17911	0	9	0
17913	13	17	2
17914	24	90	10
18000	0	7	0
18001	5	6	7
18002	6	12	1
18003	0	29	4
18006	2	6	0
18007	0	7	0
18008	0	1	0
18009	38	145	30
18010	8	34	44
18012	6	27	6
18013	2	4	0
18014	0	7	0
18015	0	12	0
18100	0	13	0
18101	0	11	0
18102	26	7	12
18104	0	1	1
18105	0	20	0
18106	0	7	0
18107	0	1	0
18108	6	1	0
18109	0	2	0
18110	0	5	0
18111	34	9	5
18112	0	3	0
18113	10	30	6
18114	0	5	0
18115	4	30	3
18200	0	9	0
18201	0	1	0
18203	0	2	0
18206	0	529	0
18207	6	3	0
18208	0	8	0
18209	0	1	0
18211	0	19	0
18212	23	9	2
18213	0	11	0
18214	0	8	0
18215	0	5	0
18300	0	7	0
18301	0	4	0
18302	0	1	0
18303	0	1	0
18304	0	73	0
18305	7	16	0
18306	0	8	0
18307	0	2	0
18308	0	4	0
18311	0	10	0
18315	0	2	0
18400	10	15	8
18401	0	5	0
18402	0	4	0
18403	1	0	7
18405	2	28	2
18406	0	1	0
18407	0	7	0
18408	0	1	0
18409	8	31	1
18410	3	15	3
18411	0	3	0
18412	13	7	1
18413	0	13	0
18414	0	16	0
18415	0	13	0
18500	0	10	0
18502	20	0	4
18505	0	1	0
18507	31	3	0
18508	0	5	0
18509	15	11	2
18510	0	9	0
18511	1	8	3
18512	0	33	0
18513	0	24	0
18514	0	1	0
18515	0	29	0
18600	0	5	0
18601	18	1	1
18602	0	15	0
18603	8	6	0
18604	0	3	0
18605	12	50	1
18606	0	3	0
18607	0	23	0
18608	0	3	0
18609	0	32	0
18610	1	76	0
18611	0	4	0
18612	0	1	0
18615	0	1	0
18700	0	2	0
18701	0	3	0
18702	0	2	0
18703	0	2	0
18705	0	1	0
18706	0	9	0
18707	0	1	0
18708	2	2	0
18709	0	1	0
18710	0	1	0
18711	0	4	0
18712	0	5	2
18714	0	21	0
18800	0	5	0
18801	14	5	16
18802	0	9	0
18803	0	1	0
18804	0	13	0
18805	13	1	2
18806	0	5	0
18807	2	21	2
18809	54	10	0
18810	1	5	1
18811	0	27	0
18812	16	9	4
18814	0	4	0
18815	140	138	44
18900	0	2	0
18901	5	15	2
18902	0	2	0
18903	3	1	0
18904	0	1	0
18905	0	12	0
18906	4	13	6
18907	3722	1172	994
18908	5	6	3
18909	2	26	0
18911	0	2	0
18912	8	15	1
18913	0	0	15
18914	4	16	0
18915	0	5	0
19000	1	4	0
19001	243	6	0
19002	0	1	0
19003	0	3	0
19004	0	26	0
19007	0	4	0
19008	0	5	0
19009	0	1	0
19010	0	12	0
19011	0	7	0
19013	0	7	0
19014	0	1	0
19015	0	3	0
19100	0	2	0
19101	0	16	1
19102	0	5	0
19103	8	7	0
19104	0	2	0
19105	2	1	0
19107	53	14	5
19108	0	13	3
19109	0	1	0
19110	1	51	183
19111	0	2	0
19112	0	15	0
19113	41	5	0
19114	0	28	0
19115	0	23	0
19200	31	116	58
19201	0	7	0
19202	0	3	0
19203	0	9	0
19204	0	6	0
19206	0	4	0
19208	0	1	3
19209	0	8	0
19210	0	5	0
19211	0	8	0
19212	0	1	0
19300	1	6	0
19301	0	6	0
19302	0	7	0
19303	4	2	3
19304	17	1	13
19305	0	8	0
19306	0	8	0
19307	0	5	0
19308	0	7	0
19309	0	2	0
19310	0	8	1
19311	0	25	0
19313	0	2	0
19314	0	1	0
19315	0	12	0
19400	0	5	0
19401	0	5	0
19403	0	1	0
19404	0	3	0
19406	1	1	0
19409	60	16	7
19410	0	1	0
19411	0	12	0
19412	0	4	0
19413	2	8	7
19414	0	14	0
19415	0	5	0
19500	0	2	0
19501	0	9	0
19502	0	7	0
19503	0	6	0
19504	0	27	0
19505	9	371	6
19506	0	1	1
19507	10	41	3
19509	0	4	0
19512	0	13	0
19513	0	7	1
19514	0	11	0
19515	0	6	1
19600	6	13	1
19601	0	8	1
19602	3	1	0
19603	0	8	0
19604	29	1	0
19606	0	21	14
19607	5	16	1
19608	0	4	0
19609	0	5	0
19610	1	6	1
19611	38	8	0
19612	22	4	0
19613	0	1	0
19614	0	12	1
19615	0	3	0
19700	0	8	0
19701	0	7	0
19702	0	1	0
19703	30	227	14
19705	16	5	0
19706	0	3	0
19707	0	7	0
19708	0	2	0
19709	0	2	0
19710	417	274	24
19711	2	43	0
19712	0	237	0
19713	0	39	0
19714	0	7	0
19715	5	6	0
19801	14	10	3
19802	0	1	0
19804	0	2	0
19805	0	4	0
19806	0	64	4
19807	0	1	0
19809	135	37	10
19810	0	2	0
19812	0	4	0
19813	0	28	0
19815	0	2	0
19901	0	1	0
19903	0	7	0
19904	0	1	0
19905	0	2	0
19907	0	11	0
19908	0	4	0
19909	0	1	0
19911	0	6	0
19913	0	24	10
19914	18	49	8
19915	0	11	0
20000	0	70	0
20001	12	3	3
20002	2	9	0
20003	0	70	0
20004	0	11	0
20005	1573	18	4
20006	0	7	0
20007	8	1	0
20008	1	2	1
20009	0	1	0
20010	73	26	13
20011	0	19	0
20012	3	0	0
20013	0	6	0
20014	0	73	0
20015	0	4	0
20100	0	5	1
20101	0	72	0
20102	0	3	1
20104	14	105	4
20106	0	3	0
20107	0	4	0
20108	0	9	0
20111	0	6	0
20112	0	6	0
20113	0	5	0
20114	0	20	0
20115	61	126	8
20200	0	1	0
20201	0	4	0
20202	0	4	0
20203	0	4	0
20204	0	2	0
20205	11	6	7
20206	0	100	0
20208	23	14	5
20209	0	21	0
20210	0	4	0
20211	0	7	0
20212	0	2	0
20213	0	10	0
20214	0	1	0
20215	0	15	0
20301	0	3	0
20302	0	34	0
20304	0	6	0
20305	0	15	0
20308	0	8	0
20309	30	11	0
20310	0	1	0
20311	0	4	0
20312	101	22	13
20313	0	4	0
20314	0	147	0
20315	0	2	0
20400	0	7	0
20401	1	13	0
20402	0	8	0
20403	0	8	0
20405	0	9	0
20406	1	27	0
20407	0	3	0
20409	0	12	0
20410	4	9	0
20412	0	2	0
20413	0	6	0
20414	3	28	0
20415	0	5	0
20500	2	6	0
20502	0	4	0
20503	0	2	0
20504	0	10	0
20505	0	13	0
20506	0	9	0
20507	0	5	0
20508	0	2	0
20509	0	3	0
20510	0	5	0
20511	0	1	0
20512	0	36	0
20514	0	1	0
20515	0	2	0
20600	0	9	0
20601	0	2	0
20603	0	2	0
20604	0	2	0
20605	0	3	0
20606	7	2	0
20607	0	10	0
20608	1	4	2
20609	0	2	0
20611	0	18	0
20612	0	23	0
20613	0	2	0
20614	0	1	0
20615	0	13	0
20700	0	9	0
20701	5	17	0
20703	0	3	0
20707	0	13	0
20708	0	9	0
20709	0	6	0
20710	8	1	1
20712	0	2	0
20713	26	31	24
20714	0	68	0
20715	0	2	0
20800	0	1	0
20801	0	5	0
20802	8	12	1
20803	0	2	0
20804	9	5	1
20805	31	6	0
20806	23	16	2
20807	6	1	2
20808	0	6	0
20809	0	5	0
20810	0	2	0
20811	0	3	0
20812	2	3	1
20813	3	1	0
20814	0	3	0
20815	0	29	0
20900	0	15	0
20901	0	16	0
20902	6	8	9
20903	0	1	0
20904	7	3	1
20905	0	25	0
20906	0	50	0
20907	0	1	0
20909	1	0	0
20910	0	3	0
20912	0	2	0
20913	0	1	0
20915	0	5	0
21000	0	13	0
21001	1	0	0
21002	1	11	0
21003	0	21	0
21005	0	5	0
21006	0	4	0
21007	0	4	0
21008	25	8	39
21009	0	3	0
21010	1	2	0
21011	1	5	2
21012	9	2	1
21013	0	1	0
21014	0	20	1
21015	0	1	0
21101	0	5	0
21102	0	21	0
21103	0	3	0
21104	0	1	0
21105	6	12	1
21106	3	5	5
21107	0	3	0
21108	0	4	0
21109	0	1	0
21110	0	2	0
21111	12	0	0
21112	0	18	0
21114	1	3	0
21115	0	3	0
21201	0	11	0
21202	15	11	1
21203	0	3	0
21204	6	11	1
21205	0	22	0
21206	0	17	0
21207	0	3	0
21208	0	2	0
21209	0	12	1
21210	0	11	0
21211	0	10	0
